# Nonaga GA Run
# run_name: ga_gen_200
# timestamp: 2026-05-10T16:48:36
# raw_cli_args: --mode slurm --run-name ga_gen_200 --final-generations 200 --stage-generations 0 --stage-pop-size 14
# full_run_parameters:
#   final_generations: 200
#   log_file: /users/sc23ksk/nonaga-algorithm/GA results/ga_gen_200.csv
#   mode: slurm
#   run_name: ga_gen_200
#   stage_generations: 0
#   stage_k_opponents: 4
#   stage_pop_size: 14

=== Final Combined Round ===
range: 0:50
generations: 200
pop_size: 56
mutation_prob: 0.6
k_opponents: 12
depth: 3
max_moves: 30
genome_length: 8
mutation_rate: 0.8
Generation,Best_Fitness,Average_Fitness,Worst_Fitness,Top_1_Genome,Top_2_Genome,Top_3_Genome,Top_4_Genome,Top_5_Genome
87,0.8333333333333334,0.4999999999999999,0.16666666666666666,"[10, 27, 35, 34, 44, 11, 32, 36]","[13, 17, 38, 40, 48, 10, 26, 28]","[0, 6, 20, 3, 3, 7, 29, 32]","[8, 41, 3, 34, 27, 38, 13, 50]","[37, 31, 9, 13, 7, 14, 36, 24]"
88,0.8333333333333334,0.4999999999999999,0.0625,"[15, 25, 12, 33, 8, 44, 11, 44]","[12, 32, 2, 41, 35, 9, 28, 39]","[28, 15, 5, 26, 47, 27, 43, 3]","[5, 30, 10, 28, 11, 37, 33, 43]","[13, 48, 22, 9, 29, 20, 34, 27]"
89,0.75,0.4999999999999999,0.14583333333333334,"[36, 17, 16, 24, 23, 29, 20, 33]","[23, 18, 40, 24, 27, 22, 23, 38]","[10, 27, 15, 22, 19, 28, 30, 37]","[29, 29, 12, 22, 14, 19, 29, 26]","[38, 49, 7, 30, 26, 45, 15, 23]"
90,0.7916666666666666,0.49999999999999994,0.125,"[48, 27, 18, 18, 11, 35, 23, 27]","[35, 32, 27, 28, 17, 36, 28, 31]","[45, 16, 2, 1, 10, 11, 41, 26]","[13, 29, 31, 36, 45, 15, 29, 33]","[13, 19, 9, 39, 26, 19, 25, 31]"
91,0.8125,0.49999999999999994,0.125,"[48, 16, 49, 22, 10, 23, 26, 5]","[43, 2, 38, 16, 5, 1, 35, 30]","[4, 31, 0, 19, 33, 6, 26, 47]","[48, 27, 18, 18, 11, 35, 23, 27]","[35, 19, 17, 24, 24, 27, 20, 32]"
92,0.8125,0.5000000000000002,0.20833333333333334,"[39, 10, 17, 35, 26, 36, 50, 48]","[48, 16, 49, 22, 10, 23, 26, 5]","[31, 25, 23, 13, 27, 4, 29, 37]","[32, 21, 12, 8, 12, 29, 23, 17]","[32, 37, 17, 29, 28, 34, 29, 33]"
93,0.7916666666666666,0.49999999999999994,0.16666666666666666,"[37, 13, 12, 1, 28, 3, 16, 32]","[38, 24, 12, 8, 21, 30, 37, 37]","[21, 35, 17, 22, 12, 27, 20, 26]","[26, 28, 25, 38, 29, 29, 15, 22]","[7, 17, 20, 46, 12, 21, 14, 44]"
94,0.7291666666666666,0.49999999999999994,0.20833333333333334,"[19, 33, 25, 29, 41, 44, 20, 23]","[46, 10, 48, 17, 43, 8, 15, 49]","[34, 37, 12, 29, 1, 23, 37, 29]","[9, 2, 50, 9, 46, 15, 14, 39]","[11, 4, 11, 1, 18, 0, 31, 20]"
95,0.75,0.49999999999999994,0.16666666666666666,"[28, 21, 30, 25, 42, 40, 23, 32]","[21, 0, 25, 34, 1, 21, 20, 23]","[7, 4, 31, 33, 30, 46, 16, 40]","[24, 23, 17, 36, 27, 25, 23, 23]","[24, 30, 25, 35, 34, 34, 17, 22]"
96,0.8333333333333334,0.49999999999999994,0.16666666666666666,"[29, 23, 28, 27, 32, 32, 19, 25]","[35, 35, 13, 19, 45, 50, 8, 23]","[39, 49, 46, 26, 45, 31, 32, 7]","[3, 20, 26, 37, 7, 28, 36, 23]","[29, 22, 29, 27, 31, 33, 18, 26]"
97,0.75,0.5,0.08333333333333333,"[35, 42, 47, 27, 40, 1, 38, 39]","[5, 39, 0, 30, 27, 12, 2, 29]","[29, 23, 28, 27, 32, 32, 19, 25]","[26, 48, 7, 21, 41, 11, 38, 43]","[42, 7, 11, 21, 28, 16, 24, 39]"
98,0.8125,0.5,0.16666666666666666,"[32, 19, 21, 27, 32, 36, 29, 30]","[21, 13, 25, 46, 36, 29, 26, 34]","[20, 40, 28, 18, 34, 38, 29, 24]","[31, 5, 20, 21, 15, 48, 43, 36]","[6, 45, 37, 20, 35, 14, 24, 17]"
99,0.75,0.49999999999999994,0.125,"[27, 16, 46, 21, 24, 25, 34, 17]","[11, 12, 8, 36, 4, 39, 18, 25]","[17, 20, 24, 34, 40, 34, 26, 34]","[37, 7, 33, 40, 3, 46, 32, 3]","[13, 9, 9, 3, 19, 10, 10, 26]"
100,0.7916666666666666,0.5000000000000001,0.14583333333333334,"[12, 16, 32, 32, 7, 23, 13, 33]","[27, 16, 46, 21, 24, 25, 34, 17]","[18, 18, 29, 31, 26, 36, 24, 33]","[35, 12, 10, 43, 32, 48, 19, 30]","[31, 18, 31, 33, 13, 43, 31, 10]"
101,0.75,0.5000000000000001,0.125,"[15, 19, 41, 44, 30, 2, 24, 27]","[25, 16, 17, 24, 35, 30, 26, 29]","[9, 25, 30, 47, 31, 35, 44, 38]","[13, 44, 27, 7, 10, 24, 44, 34]","[41, 16, 28, 21, 41, 34, 36, 12]"
102,0.8333333333333334,0.5,0.16666666666666666,"[12, 16, 32, 32, 8, 23, 13, 33]","[15, 19, 41, 44, 30, 2, 24, 27]","[41, 17, 27, 21, 40, 34, 35, 12]","[41, 48, 36, 8, 40, 22, 43, 43]","[9, 23, 24, 39, 31, 35, 41, 39]"
103,0.7291666666666666,0.5000000000000001,0.2708333333333333,"[24, 22, 25, 47, 48, 34, 24, 15]","[15, 11, 27, 22, 21, 36, 37, 40]","[30, 40, 32, 13, 36, 29, 12, 18]","[3, 15, 12, 21, 16, 11, 23, 33]","[25, 43, 21, 19, 20, 24, 25, 43]"
104,0.75,0.5000000000000001,0.125,"[30, 40, 32, 13, 36, 29, 12, 18]","[22, 49, 22, 27, 13, 24, 36, 30]","[24, 22, 25, 47, 48, 34, 24, 15]","[10, 26, 25, 50, 29, 23, 28, 46]","[26, 38, 11, 16, 29, 20, 27, 20]"
105,0.75,0.5000000000000001,0.16666666666666666,"[6, 17, 23, 20, 19, 15, 27, 33]","[11, 25, 23, 11, 15, 2, 31, 21]","[30, 40, 32, 13, 36, 29, 12, 18]","[20, 27, 30, 43, 31, 43, 31, 19]","[29, 24, 15, 45, 23, 18, 29, 26]"
106,0.7916666666666666,0.5000000000000001,0.25,"[12, 34, 35, 26, 29, 8, 25, 20]","[35, 8, 37, 37, 43, 9, 8, 44]","[29, 22, 16, 40, 40, 36, 14, 41]","[33, 21, 31, 34, 13, 34, 38, 27]","[16, 39, 48, 41, 48, 48, 21, 20]"
107,0.75,0.4999999999999999,0.08333333333333333,"[26, 25, 25, 35, 31, 42, 26, 17]","[19, 32, 3, 32, 47, 8, 22, 37]","[23, 0, 28, 16, 32, 35, 29, 35]","[38, 47, 41, 12, 19, 7, 21, 20]","[24, 43, 33, 3, 30, 48, 37, 21]"
108,0.7916666666666666,0.4999999999999999,0.041666666666666664,"[29, 27, 21, 21, 38, 18, 26, 27]","[28, 22, 28, 15, 1, 26, 43, 5]","[33, 31, 27, 13, 40, 5, 10, 14]","[28, 40, 1, 0, 4, 19, 49, 39]","[26, 5, 14, 26, 16, 21, 44, 17]"
109,0.7916666666666666,0.5000000000000001,0.125,"[34, 31, 29, 23, 29, 30, 33, 0]","[39, 2, 32, 43, 33, 34, 26, 28]","[1, 17, 9, 3, 4, 50, 31, 31]","[34, 42, 27, 14, 36, 11, 24, 36]","[5, 16, 36, 6, 38, 4, 20, 9]"
110,0.75,0.5000000000000001,0.25,"[46, 4, 41, 33, 27, 13, 47, 21]","[31, 12, 21, 22, 27, 21, 35, 26]","[7, 16, 26, 21, 10, 23, 21, 43]","[23, 37, 16, 18, 2, 20, 37, 15]","[40, 15, 15, 5, 15, 39, 13, 6]"
111,0.7916666666666666,0.5000000000000001,0.25,"[27, 10, 24, 21, 30, 21, 33, 24]","[30, 7, 24, 15, 4, 40, 14, 3]","[25, 23, 29, 22, 27, 15, 39, 25]","[0, 36, 7, 32, 40, 39, 46, 40]","[19, 13, 19, 26, 31, 37, 35, 31]"
112,0.7291666666666666,0.5000000000000001,0.20833333333333334,"[1, 14, 24, 21, 42, 41, 6, 32]","[20, 4, 22, 35, 37, 34, 35, 49]","[19, 24, 20, 24, 20, 18, 24, 19]","[27, 10, 24, 21, 30, 21, 33, 24]","[12, 45, 0, 26, 30, 15, 21, 8]"
113,0.7916666666666666,0.5000000000000001,0.20833333333333334,"[23, 26, 16, 20, 25, 30, 31, 30]","[19, 14, 31, 1, 50, 30, 25, 6]","[21, 37, 15, 12, 22, 8, 40, 31]","[20, 34, 18, 18, 3, 20, 34, 19]","[3, 16, 5, 36, 28, 46, 28, 27]"
114,0.875,0.5,0.125,"[22, 26, 15, 20, 25, 30, 30, 31]","[23, 38, 45, 16, 9, 0, 44, 9]","[26, 8, 2, 13, 14, 5, 30, 15]","[17, 36, 19, 33, 22, 47, 23, 40]","[16, 15, 16, 26, 19, 24, 14, 10]"
115,0.7916666666666666,0.5000000000000001,0.16666666666666666,"[31, 41, 37, 31, 34, 15, 42, 13]","[25, 9, 3, 13, 14, 5, 30, 15]","[25, 7, 3, 11, 13, 8, 30, 20]","[29, 10, 33, 8, 35, 33, 31, 11]","[24, 28, 16, 10, 31, 26, 24, 20]"
116,0.7291666666666666,0.4999999999999999,0.16666666666666666,"[35, 46, 9, 11, 16, 19, 17, 4]","[11, 13, 21, 40, 5, 28, 35, 40]","[5, 47, 20, 13, 34, 39, 11, 48]","[31, 41, 35, 29, 34, 15, 43, 14]","[23, 18, 6, 27, 20, 45, 23, 40]"
117,0.7916666666666666,0.5,0.20833333333333334,"[35, 46, 9, 11, 16, 19, 17, 4]","[32, 28, 13, 31, 27, 15, 14, 37]","[38, 18, 25, 23, 15, 27, 28, 17]","[23, 42, 21, 1, 17, 11, 16, 32]","[7, 45, 21, 35, 32, 11, 40, 34]"
118,0.7083333333333334,0.5,0.2708333333333333,"[3, 8, 36, 23, 17, 35, 37, 36]","[30, 38, 35, 17, 21, 17, 31, 31]","[35, 46, 9, 11, 16, 19, 17, 4]","[30, 36, 39, 27, 33, 20, 35, 18]","[37, 19, 25, 23, 16, 26, 28, 18]"
119,0.8125,0.5,0.125,"[40, 20, 24, 23, 24, 35, 28, 14]","[27, 48, 24, 25, 20, 25, 47, 38]","[33, 9, 22, 21, 23, 23, 26, 28]","[7, 34, 17, 47, 27, 16, 28, 28]","[7, 33, 27, 1, 17, 27, 27, 6]"
120,0.9166666666666666,0.5000000000000001,0.125,"[4, 13, 37, 27, 32, 19, 23, 24]","[28, 18, 28, 33, 21, 27, 29, 32]","[40, 34, 23, 21, 32, 37, 29, 22]","[19, 38, 23, 14, 47, 31, 36, 23]","[31, 20, 29, 33, 14, 5, 7, 47]"
121,0.8333333333333334,0.5,0.08333333333333333,"[30, 29, 21, 20, 26, 21, 23, 42]","[31, 20, 29, 33, 14, 5, 7, 47]","[4, 13, 37, 27, 32, 19, 23, 24]","[21, 21, 15, 28, 22, 26, 21, 42]","[28, 25, 20, 20, 9, 25, 17, 18]"
122,0.8333333333333334,0.5,0.125,"[41, 7, 22, 30, 11, 20, 28, 24]","[35, 33, 5, 24, 13, 10, 43, 46]","[39, 5, 26, 5, 23, 20, 20, 31]","[39, 23, 0, 16, 24, 26, 43, 47]","[7, 48, 19, 32, 32, 28, 22, 19]"
123,0.8125,0.49999999999999994,0.25,"[34, 1, 35, 46, 34, 45, 32, 26]","[41, 7, 22, 30, 11, 20, 28, 24]","[33, 15, 48, 26, 32, 17, 39, 7]","[28, 24, 23, 26, 26, 20, 19, 32]","[29, 25, 39, 21, 32, 25, 38, 13]"
124,0.7708333333333334,0.49999999999999994,0.041666666666666664,"[26, 18, 16, 36, 23, 23, 20, 20]","[20, 39, 10, 32, 27, 33, 46, 6]","[22, 10, 17, 39, 14, 24, 26, 31]","[34, 1, 35, 46, 34, 45, 32, 26]","[12, 15, 48, 39, 32, 23, 29, 22]"
125,0.9166666666666666,0.5000000000000001,0.14583333333333334,"[46, 29, 32, 15, 24, 44, 42, 14]","[36, 20, 26, 17, 10, 40, 27, 5]","[30, 37, 28, 36, 32, 30, 29, 22]","[46, 6, 19, 8, 4, 39, 33, 25]","[29, 25, 23, 17, 14, 22, 34, 5]"
126,0.8541666666666666,0.5,0.14583333333333334,"[47, 20, 15, 29, 39, 20, 23, 28]","[29, 35, 33, 34, 34, 31, 29, 20]","[46, 6, 19, 8, 4, 39, 33, 25]","[11, 15, 22, 11, 7, 4, 18, 0]","[26, 17, 28, 11, 39, 35, 22, 9]"
127,0.75,0.4999999999999999,0.16666666666666666,"[47, 20, 15, 29, 39, 20, 23, 28]","[3, 4, 47, 30, 10, 47, 26, 23]","[19, 39, 17, 32, 17, 17, 23, 41]","[34, 37, 14, 14, 20, 13, 40, 16]","[42, 7, 18, 12, 10, 32, 33, 29]"
128,0.7708333333333334,0.5,0.16666666666666666,"[6, 7, 37, 11, 3, 50, 25, 12]","[47, 20, 15, 29, 39, 20, 23, 28]","[44, 9, 18, 8, 6, 37, 32, 24]","[22, 25, 29, 13, 19, 22, 21, 37]","[13, 21, 44, 16, 5, 50, 41, 5]"
129,0.9166666666666666,0.5000000000000001,0.14583333333333334,"[2, 9, 10, 36, 22, 6, 37, 41]","[41, 17, 32, 18, 15, 29, 47, 12]","[41, 0, 30, 10, 33, 32, 11, 2]","[45, 23, 50, 48, 44, 10, 32, 27]","[36, 1, 40, 16, 24, 20, 32, 43]"
130,0.8333333333333334,0.5000000000000001,0.125,"[16, 11, 24, 20, 12, 23, 27, 15]","[17, 4, 36, 32, 46, 31, 46, 41]","[25, 29, 39, 16, 25, 15, 32, 17]","[27, 20, 11, 40, 29, 30, 6, 19]","[11, 18, 11, 34, 24, 18, 32, 39]"
131,0.875,0.5000000000000001,0.22916666666666666,"[34, 14, 33, 22, 24, 30, 48, 19]","[34, 14, 33, 22, 24, 30, 48, 19]","[29, 29, 14, 40, 30, 18, 22, 43]","[32, 2, 46, 9, 22, 15, 40, 25]","[16, 11, 24, 20, 12, 23, 27, 15]"
132,0.8125,0.49999999999999994,0.125,"[31, 13, 32, 22, 25, 27, 42, 18]","[34, 14, 33, 22, 24, 30, 48, 19]","[10, 30, 20, 50, 23, 12, 44, 26]","[30, 26, 27, 7, 13, 44, 28, 34]","[24, 19, 42, 10, 21, 14, 34, 17]"
133,0.8333333333333334,0.49999999999999994,0.125,"[6, 42, 8, 8, 0, 14, 40, 5]","[18, 29, 16, 18, 24, 27, 29, 28]","[33, 33, 39, 42, 19, 29, 49, 27]","[31, 13, 32, 22, 25, 27, 42, 18]","[42, 33, 32, 27, 13, 0, 50, 12]"
134,0.8125,0.5000000000000001,0.125,"[36, 27, 43, 21, 27, 21, 31, 29]","[8, 34, 23, 44, 32, 42, 22, 31]","[6, 42, 8, 8, 0, 14, 40, 5]","[18, 35, 19, 27, 47, 19, 39, 40]","[6, 39, 14, 15, 5, 14, 38, 10]"
135,0.7916666666666666,0.5,0.08333333333333333,"[28, 28, 33, 21, 26, 20, 38, 26]","[13, 48, 22, 38, 15, 19, 46, 37]","[11, 5, 49, 14, 24, 49, 27, 12]","[15, 5, 35, 34, 8, 47, 31, 16]","[13, 19, 43, 25, 32, 46, 29, 15]"
136,0.8541666666666666,0.5000000000000001,0.125,"[16, 21, 8, 29, 26, 1, 15, 32]","[28, 28, 33, 21, 26, 20, 38, 26]","[15, 6, 35, 34, 8, 47, 31, 17]","[13, 17, 47, 48, 13, 29, 34, 42]","[31, 1, 49, 50, 34, 45, 22, 40]"
137,0.75,0.5000000000000001,0.125,"[16, 21, 8, 29, 26, 1, 15, 32]","[17, 14, 30, 41, 16, 11, 24, 22]","[15, 14, 34, 15, 22, 11, 21, 0]","[21, 24, 18, 26, 26, 8, 24, 30]","[27, 32, 22, 12, 45, 17, 22, 41]"
138,0.7916666666666666,0.49999999999999994,0.08333333333333333,"[16, 21, 8, 29, 26, 1, 15, 32]","[27, 38, 12, 31, 13, 27, 30, 49]","[46, 10, 44, 33, 40, 8, 30, 44]","[30, 2, 47, 49, 34, 43, 22, 40]","[21, 32, 12, 21, 9, 38, 35, 34]"
139,0.8333333333333334,0.5000000000000001,0.20833333333333334,"[18, 7, 33, 32, 19, 41, 34, 19]","[46, 35, 28, 30, 43, 32, 19, 40]","[46, 6, 40, 27, 27, 16, 31, 26]","[45, 5, 40, 26, 25, 17, 31, 23]","[16, 21, 8, 29, 26, 1, 15, 32]"
140,0.7708333333333334,0.4999999999999997,0.041666666666666664,"[16, 11, 18, 16, 4, 13, 42, 8]","[40, 21, 29, 22, 1, 27, 38, 29]","[18, 7, 33, 32, 19, 41, 34, 19]","[23, 28, 28, 34, 45, 48, 44, 23]","[6, 23, 11, 46, 42, 38, 27, 49]"
141,0.7916666666666666,0.5,0.14583333333333334,"[16, 11, 18, 16, 4, 13, 42, 8]","[18, 2, 20, 22, 38, 0, 36, 37]","[19, 14, 19, 18, 9, 15, 39, 12]","[26, 7, 19, 36, 34, 30, 20, 28]","[26, 2, 24, 30, 35, 10, 3, 43]"
142,0.7083333333333334,0.5,0.1875,"[23, 7, 30, 20, 40, 39, 30, 2]","[24, 20, 27, 21, 23, 18, 37, 39]","[38, 16, 11, 10, 31, 14, 14, 35]","[5, 13, 9, 25, 22, 22, 10, 39]","[38, 5, 48, 45, 35, 33, 39, 10]"
143,0.7916666666666666,0.5000000000000001,0.22916666666666666,"[20, 20, 14, 25, 24, 33, 42, 32]","[39, 13, 27, 25, 25, 33, 23, 27]","[31, 26, 17, 3, 9, 17, 18, 38]","[32, 35, 35, 38, 21, 34, 50, 38]","[15, 6, 4, 49, 8, 21, 12, 17]"
144,0.8125,0.5,0.1875,"[10, 11, 38, 25, 8, 25, 40, 22]","[41, 4, 30, 31, 31, 15, 37, 30]","[31, 27, 28, 49, 29, 34, 44, 36]","[39, 49, 28, 3, 26, 18, 41, 25]","[21, 5, 33, 36, 26, 49, 47, 31]"
145,0.8333333333333334,0.49999999999999994,0.16666666666666666,"[6, 28, 0, 31, 16, 46, 42, 20]","[10, 11, 38, 25, 8, 25, 40, 22]","[24, 8, 34, 28, 18, 21, 39, 26]","[38, 15, 33, 19, 10, 35, 48, 34]","[39, 46, 32, 0, 39, 17, 22, 26]"
146,0.9166666666666666,0.4999999999999999,0.125,"[42, 9, 25, 16, 5, 41, 30, 33]","[29, 15, 35, 38, 35, 25, 40, 16]","[21, 35, 27, 21, 22, 25, 42, 27]","[27, 6, 5, 37, 17, 14, 25, 25]","[17, 7, 37, 17, 16, 28, 27, 18]"
147,0.8125,0.49999999999999994,0.125,"[7, 33, 5, 36, 16, 39, 29, 23]","[37, 22, 34, 12, 23, 12, 29, 29]","[38, 44, 31, 19, 28, 39, 17, 18]","[26, 7, 6, 36, 18, 14, 26, 25]","[21, 8, 27, 14, 43, 34, 16, 7]"
148,0.8541666666666666,0.4999999999999999,0.14583333333333334,"[31, 13, 18, 24, 23, 31, 28, 16]","[38, 8, 25, 2, 9, 21, 18, 11]","[38, 49, 38, 27, 46, 23, 26, 30]","[48, 43, 32, 24, 46, 0, 22, 9]","[40, 6, 22, 42, 38, 48, 35, 27]"
149,0.7916666666666666,0.5000000000000001,0.2708333333333333,"[16, 16, 24, 38, 43, 38, 29, 37]","[33, 12, 20, 18, 19, 28, 25, 15]","[40, 16, 3, 13, 24, 41, 30, 21]","[33, 38, 29, 19, 33, 36, 35, 23]","[31, 13, 18, 24, 23, 31, 28, 16]"
150,0.75,0.5000000000000001,0.125,"[32, 18, 16, 19, 19, 30, 30, 15]","[32, 35, 24, 27, 24, 34, 33, 41]","[27, 32, 15, 28, 23, 36, 44, 12]","[7, 38, 19, 13, 27, 5, 20, 22]","[15, 21, 1, 20, 40, 32, 0, 7]"
151,0.75,0.5000000000000001,0.22916666666666666,"[33, 36, 23, 29, 23, 31, 33, 37]","[25, 20, 14, 30, 43, 31, 23, 10]","[32, 20, 39, 28, 17, 38, 44, 23]","[37, 32, 16, 27, 29, 40, 35, 30]","[19, 28, 40, 27, 31, 13, 26, 43]"
152,0.75,0.49999999999999994,0.14583333333333334,"[30, 20, 40, 29, 20, 37, 43, 24]","[29, 28, 12, 25, 34, 40, 29, 34]","[13, 33, 22, 10, 36, 28, 15, 33]","[15, 20, 21, 39, 38, 30, 40, 13]","[23, 0, 5, 17, 41, 31, 36, 25]"
153,0.7083333333333334,0.49999999999999994,0.1875,"[39, 6, 29, 15, 43, 27, 40, 20]","[31, 6, 30, 35, 6, 27, 31, 16]","[13, 33, 22, 10, 36, 28, 15, 33]","[21, 18, 13, 28, 7, 19, 24, 38]","[16, 25, 23, 34, 31, 29, 24, 20]"
154,0.875,0.5000000000000001,0.125,"[47, 37, 3, 46, 34, 26, 30, 30]","[48, 29, 0, 45, 31, 14, 25, 28]","[40, 32, 16, 49, 47, 5, 27, 39]","[17, 24, 23, 29, 19, 37, 35, 16]","[50, 3, 21, 38, 21, 20, 17, 24]"
155,0.75,0.5,0.125,"[18, 30, 5, 38, 20, 25, 13, 17]","[46, 13, 27, 36, 19, 19, 34, 9]","[35, 45, 16, 22, 37, 43, 49, 42]","[33, 36, 33, 34, 40, 46, 43, 13]","[17, 24, 23, 29, 19, 37, 35, 17]"
156,0.8333333333333334,0.49999999999999994,0.16666666666666666,"[46, 13, 27, 36, 19, 19, 34, 9]","[17, 4, 5, 43, 25, 12, 6, 41]","[2, 27, 24, 20, 16, 40, 45, 26]","[18, 30, 5, 38, 20, 25, 13, 17]","[21, 23, 16, 25, 26, 37, 15, 2]"
157,0.75,0.49999999999999994,0.08333333333333333,"[46, 13, 27, 36, 19, 19, 34, 9]","[46, 21, 42, 45, 9, 7, 20, 37]","[2, 30, 48, 1, 38, 14, 21, 12]","[25, 38, 12, 17, 31, 22, 25, 5]","[48, 39, 0, 13, 7, 18, 25, 33]"
158,0.7916666666666666,0.49999999999999994,0.16666666666666666,"[19, 36, 12, 13, 2, 41, 31, 7]","[46, 13, 27, 36, 19, 19, 34, 9]","[2, 27, 24, 21, 16, 39, 43, 26]","[33, 41, 13, 25, 27, 29, 31, 4]","[44, 30, 2, 44, 42, 21, 41, 30]"
159,0.7708333333333334,0.5,0.1875,"[33, 41, 13, 25, 27, 29, 31, 4]","[35, 4, 33, 29, 19, 17, 12, 46]","[19, 28, 25, 42, 34, 25, 30, 18]","[40, 14, 21, 15, 26, 37, 37, 20]","[19, 36, 12, 13, 2, 41, 31, 7]"
160,0.7916666666666666,0.49999999999999994,0.14583333333333334,"[19, 7, 14, 14, 44, 47, 8, 23]","[38, 22, 26, 14, 15, 38, 22, 31]","[25, 24, 13, 30, 23, 27, 31, 32]","[25, 49, 36, 35, 5, 14, 50, 10]","[33, 41, 13, 25, 27, 29, 31, 4]"
161,0.7708333333333334,0.5,0.25,"[19, 7, 14, 14, 44, 47, 8, 23]","[37, 6, 28, 35, 43, 44, 24, 37]","[44, 16, 38, 47, 34, 45, 41, 46]","[21, 20, 27, 23, 25, 35, 13, 19]","[9, 16, 14, 45, 16, 25, 22, 43]"
162,0.75,0.5000000000000001,0.14583333333333334,"[19, 20, 36, 38, 26, 49, 48, 34]","[41, 46, 35, 19, 23, 8, 28, 12]","[40, 45, 34, 18, 23, 9, 27, 12]","[14, 23, 13, 44, 30, 1, 50, 30]","[15, 30, 20, 17, 20, 33, 45, 13]"
163,0.7916666666666666,0.5000000000000001,0.10416666666666667,"[35, 6, 19, 11, 29, 33, 22, 13]","[11, 23, 37, 8, 35, 30, 4, 25]","[35, 15, 15, 10, 23, 18, 32, 15]","[33, 22, 16, 22, 32, 16, 35, 30]","[47, 12, 31, 25, 15, 15, 36, 24]"
164,0.8125,0.5,0.20833333333333334,"[34, 13, 19, 20, 23, 15, 31, 24]","[35, 6, 19, 11, 29, 33, 22, 13]","[30, 36, 6, 49, 40, 15, 48, 21]","[27, 20, 22, 20, 19, 42, 19, 26]","[26, 31, 30, 9, 17, 12, 32, 29]"
165,0.8125,0.49999999999999994,0.20833333333333334,"[23, 40, 13, 8, 24, 30, 24, 29]","[22, 38, 30, 22, 34, 28, 42, 15]","[14, 31, 29, 14, 37, 19, 44, 35]","[38, 28, 30, 23, 21, 42, 43, 3]","[20, 13, 12, 43, 42, 43, 8, 50]"
166,0.75,0.5000000000000001,0.14583333333333334,"[49, 11, 11, 49, 26, 49, 19, 48]","[23, 40, 13, 8, 24, 30, 24, 29]","[35, 43, 50, 14, 22, 8, 32, 9]","[37, 20, 15, 14, 31, 16, 38, 44]","[6, 46, 31, 19, 0, 26, 49, 10]"
167,0.875,0.5,0.16666666666666666,"[27, 30, 15, 49, 24, 19, 44, 27]","[38, 14, 21, 29, 19, 38, 45, 15]","[25, 25, 37, 23, 6, 42, 40, 40]","[32, 24, 26, 20, 20, 35, 34, 14]","[49, 11, 11, 49, 26, 49, 19, 48]"
168,0.8125,0.5,0.08333333333333333,"[11, 50, 5, 38, 36, 39, 17, 41]","[2, 5, 35, 16, 11, 27, 24, 34]","[35, 12, 17, 27, 21, 39, 45, 7]","[36, 21, 33, 26, 39, 39, 16, 40]","[22, 5, 28, 27, 4, 31, 9, 29]"
169,0.7708333333333334,0.49999999999999994,0.08333333333333333,"[16, 9, 19, 29, 36, 10, 38, 27]","[26, 25, 43, 30, 21, 2, 26, 23]","[15, 3, 16, 21, 36, 40, 9, 31]","[27, 27, 10, 23, 24, 34, 20, 28]","[27, 6, 39, 24, 27, 37, 16, 37]"
170,0.7083333333333334,0.5000000000000002,0.14583333333333334,"[14, 20, 5, 47, 47, 40, 11, 43]","[38, 25, 9, 26, 22, 43, 20, 30]","[2, 11, 27, 38, 13, 28, 13, 38]","[25, 30, 23, 29, 43, 28, 30, 33]","[25, 28, 15, 38, 38, 25, 21, 32]"
171,0.875,0.49999999999999994,0.16666666666666666,"[9, 12, 30, 29, 26, 9, 48, 36]","[39, 9, 5, 45, 29, 40, 12, 30]","[18, 34, 10, 33, 38, 30, 14, 30]","[36, 41, 12, 9, 15, 44, 42, 34]","[21, 27, 12, 42, 35, 26, 30, 29]"
172,0.7916666666666666,0.5000000000000001,0.22916666666666666,"[42, 22, 23, 13, 36, 38, 22, 26]","[23, 41, 17, 25, 36, 38, 24, 16]","[21, 27, 12, 42, 35, 26, 30, 29]","[8, 30, 23, 32, 26, 30, 31, 28]","[29, 44, 15, 8, 28, 15, 9, 43]"
173,0.7708333333333334,0.5,0.20833333333333334,"[20, 36, 1, 11, 25, 26, 29, 23]","[14, 32, 17, 31, 30, 31, 25, 29]","[42, 22, 23, 13, 36, 38, 22, 26]","[22, 28, 22, 23, 30, 25, 29, 20]","[19, 7, 41, 12, 22, 3, 38, 42]"
174,0.7916666666666666,0.5000000000000001,0.125,"[33, 31, 17, 26, 17, 24, 23, 30]","[30, 31, 19, 22, 20, 37, 28, 31]","[50, 31, 26, 27, 34, 46, 36, 24]","[8, 0, 27, 2, 20, 34, 20, 26]","[34, 17, 48, 38, 22, 21, 44, 12]"
175,0.8333333333333334,0.49999999999999994,0.10416666666666667,"[18, 43, 9, 30, 30, 44, 32, 14]","[22, 27, 15, 13, 27, 37, 34, 24]","[42, 38, 27, 19, 25, 16, 24, 32]","[14, 37, 27, 39, 26, 32, 32, 29]","[34, 46, 30, 8, 35, 24, 27, 20]"
176,0.7916666666666666,0.49999999999999994,0.20833333333333334,"[46, 4, 43, 26, 4, 40, 14, 22]","[19, 11, 22, 42, 22, 15, 20, 15]","[28, 29, 5, 27, 13, 35, 34, 6]","[12, 33, 23, 31, 30, 30, 41, 27]","[18, 43, 9, 30, 30, 44, 32, 14]"
